FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
2.39E+06,1.53E+06,935183,260713,442171,311234,852421,204391,765335,2874.12,34508,83292.3,13721.2,9616.91,12193.4,1308.7,4.3895
1.59E+06,1.13E+06,841752,317081,534083,411114,779467,263709,721434,3145.57,108136,53205.8,23390.6,14215.5,8567.14,2304.76,4.431
1.26E+06,951604,796822,226145,379842,293510,776483,191273,709390,929.436,63179.4,47506.5,8167.82,5621.51,4966.34,831.635,4.4407
1.36E+06,914509,890729,440302,780817,596101,785924,365208,723371,1784.28,70516.9,43941.7,14608.1,13726.2,8347.15,1908.49,4.4472
1.55E+06,1.04E+06,894817,362101,626682,446762,841632,286040,759546,1643.77,11514.3,90126.6,36237.9,20315.7,9999.01,1458.07,4.4702
1.79E+06,1.26E+06,854790,302698,482042,346032,835833,241253,752813,2225.94,58426.1,55791.8,13952.2,20566.6,16932.6,3292.66,4.4867
1.60E+06,1.13E+06,854651,291722,488980,363485,807153,236210,741006,1651.63,2152.26,65272.3,14928.3,15734.7,10157,1824.99,4.4868
1.14E+06,790818,862846,372091,569021,409926,832864,303039,736720,2024.14,36533.7,84223.7,28500.7,13237.9,9105.48,765.979,4.5197
1.50E+06,1.08E+06,837170,250284,288679,192610,899265,182791,821541,1788.64,247046,44690.7,14314.2,11531.2,6329.52,2424.51,4.5281
1.95E+06,1.32E+06,883300,209442,353056,262384,807342,172030,730484,1703.32,33609.7,113200,30725.7,9039.55,8192.83,611.141,4.529
1.24E+06,874714,847614,372414,551756,402484,822526,280845,795629,2331.87,7240.54,54704.7,15599.3,13449,8828.03,1049.46,4.5426
1.65E+06,1.20E+06,827147,187989,271262,214379,759204,153964,732597,963.012,3380.77,47670.5,15219.8,9397.26,5538.96,834.139,4.5483
2.70E+06,1.68E+06,960840,422398,713240,490323,872780,316528,800684,3442.27,21914.8,178878,26022.7,15477.7,12382.8,2165.95,4.5617
904833,579817,936330,350298,602035,443477,814520,270533,776905,2953.82,16465.9,50632.6,21657.6,14610.8,6166.64,1258.26,4.5805
1.95E+06,1.47E+06,796304,203948,333065,262572,761083,173107,706898,1912.6,35079.9,127940,17350.6,6665.33,6557.97,1103.3,4.5966
700747,439663,956297,273484,533952,375981,852095,205516,798431,2097.52,23880.9,41656,15012.5,12687.7,11137.3,1811.5,4.6218
