Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A
16650.2,2442.15,1103.84,2206.51
10334.6,884.503,886.374,2221.2
21676.7,2511.07,2523.18,3925.04
29700.8,4413.92,1940.39,4343.77
16097.9,5148.42,1540.75,4329.48
11619.3,3396.21,2010.38,2603.83
13644.6,1784.95,1914.61,2714.28
9150.33,1829.9,2183.34,5210.26
9486.16,3070.49,2028.16,1248.62
10560.9,5865.77,1991.28,3086.3
17026.1,6710.38,2183.22,3581.64
13167,1798.43,2176.83,2133.95
21290.1,4841.28,1408.28,3331.16
12511,2454.98,2558.06,3417.6
7380.02,1028.49,2408.03,410.981
7962.57,2505.2,1937,1361.33
15172.8,515.21,2831.09,3173.62
23210.3,9068.63,4380.54,16259.1
14914.4,1798.8,2596.73,4315.43
9906.14,1536.16,1057.02,2568.88
11635.2,2173.8,2651.86,2927.83
13663.9,1765.95,2356.69,3419.51
15128.8,1611.85,2749.28,4160.14
14046.3,2340.9,3503.87,2792.36
18310.7,1623.3,1752.32,3919.19
18430.3,2712.05,3166.41,4529.56
14177.7,747.933,1923.32,3615.25
13583.7,2600.71,2663.16,2809.04
26737.2,4252.71,1863.28,5333.55
16207.6,627.093,2289.31,2989.6
18626.3,440.423,2984.84,3842.97
8604.4,2039.66,1283.77,2599.43
25053.6,1621.74,2211.93,6260.82
12748.1,1321.27,2896.1,5547.86
14268.7,2379.2,2643.34,4698.12
13301.8,3403.88,1882.25,3348.07
13357.7,2529.33,1886.21,2949.74
11557.2,3464.89,1953.17,2695.25
13338.6,3198.93,2352.98,2910.18
16008.9,2292.75,1313.88,1624.78
13011.6,308.784,1907.73,3436.3
12581.2,2181.48,2742.04,3669.25
17054.9,2137.85,2199.84,5314.44
14438,2895.39,2322,3203.06
13880.4,2289.31,2621.43,3203.61
14839.5,1368.87,1841.75,3685.4
9498.96,1967.48,1877.4,2441.72
15844.5,3450.4,2528.29,3746.75
15667.6,6547.01,3562.23,4316.46
13918.8,2051.92,2587.08,3038.15
9427.52,1670.33,1896.2,2517.91
11650.3,4097.05,4236.99,4343.92
13643.7,2500.45,1703.72,2643.43
13842.8,11149.9,3832.61,16250.9
10462.2,2905.05,1888.01,3995.55
11907.9,1858.04,1868.58,3599.62
29218.7,2742.23,2017.54,4199.4
16889.4,2185.91,2703.73,3195.36
12957.7,1711.99,2456.69,5938.57
19277,1070.96,2201.09,3165.33
16019.4,3207.03,2418.77,4369.72
19782.1,3170.71,2646.65,4202.51
10311.8,4923.13,2527.62,2252.57
12983.7,4031.57,2179.05,4188.43
13292.3,2892.16,2206.25,3204.62
11492.9,2886.6,1797.61,2961.71
8949.16,4251.73,1491.94,3445.61
14842.8,689.956,2913.26,4000.21
13296,637.721,2491.32,5431.78
13230,3256.66,2270.62,2143.51
13740.4,1617.27,1096.26,2934.92
12864.5,600.783,1504.15,4594.16
12268.2,2454.89,1505.57,3031.43
12827.4,1234.71,2474.04,10303
31667.9,10014.5,5676.36,5776.98
14212.9,3097.07,1523.76,2856.55
13551.1,2368.97,2525.58,3435.56
23842.6,4714.07,3043.74,3877.32
12307.1,4230.82,2906.25,3046.05
14540.7,2263.52,2261.04,3787.02
15644.8,1911.75,1312.47,3224.06
16071.1,4653.43,2185.7,3123.31
11760.7,970.132,1460.13,2943.97
32210.9,11011,5509.38,29898.9
20115.2,2247.81,5279.62,4882.75
16698.6,3250.54,2003.21,3854.61
16056.3,2804.68,2678.93,5449.85
17857.6,2099.04,2603.55,3427.15
12427.1,5950.1,2329.84,2773.12
17436.4,1529.91,3630.72,3693.17
28289.6,3080.02,1629.89,3811.75
9855.13,2996.66,1788.95,1330.27
13109.4,-996.914,1534.45,2359.88
14959.7,2749.96,1971.81,3465.32
12970.7,2710.56,1679.66,3982.03
11503,3111.97,2536.54,2910.18
13348.2,3303.89,1737.57,3637.82
15580.3,2968.3,1635.53,4050.75
16565.4,1722.4,2301.86,3278.62
12705.5,2020.85,1498.4,1959.87
13039.1,1551.77,2323.75,3450.3
15862.7,522.242,2053.43,2028.25
12071.4,4032.17,1980.03,3366.89
10481.2,2338.93,1842.14,3606.01
13206.6,1579.1,2728.3,5219.14
14834.2,2431.05,2763.48,5379.87
21880.7,7067.92,3542.08,4453.44
12796,2109.18,2810.21,2526.75
11739.4,2803.82,2283.22,2910.16
18489.9,2571.86,3310.15,4584.64
12340.2,1476.89,2249.02,3965.59
4533.23,2037.61,5031.5,802.775
10289,1604.04,2405.64,933.303
13591.6,1507.21,2185.04,3468.2
24182,4132.93,3015.3,11243.3
19436.7,418.582,2483.88,3402.91
9847.33,4892.23,2309,1660.83
14094.5,330.219,2206.92,2603.99
16146.5,4975.11,4048.76,5957.79
10953.3,1635.25,847.873,1197.21
24266.1,352.928,2187.25,5289.16
16445,2566.38,2029.91,3590.38
19598.9,3323.68,4055.38,19080.8
11925.5,-143.633,2677.9,3226.95
13790.1,3016.63,2007.2,4528.69
10972.1,4284.53,1627.99,2318.09
13745.3,5218.04,2182.44,4081.73
28556.1,4111.49,1678.9,5999.71
30017.4,3986.4,2641.36,7419.32
22644.1,3227.76,1657.5,1720.88
10151.8,2367.22,1971.28,3230.43
34449.6,4061.05,2804.94,9725.9
16275.8,6850.61,3528.68,4896.03
13633.6,2057.8,2117.88,2966.39
15489.9,4213.37,2990.14,4456.05
10783.6,384.137,1430.43,3331.99
28937,2023.54,1638.91,3213.96
16610.5,3306.15,3098.81,3510.08
9930.32,3347.13,2537.76,2604.11
12826.3,592.611,2858.41,3178.46
16020.2,684.721,1747.58,3065.96
18899.5,3356.87,1100.66,1843.1
15182.3,1835,1287.38,2187.24
12896.1,850.985,1949.95,2271.16
13700.4,2219.25,2587.2,5625.41
13766.8,3656.52,2059.25,4082.21
12652.6,1962.76,1784.15,2658.33
17687.2,7971.11,4093.62,5858.22
16681.4,3463.61,2208.73,2762.66
12549,3020.01,2051.33,2711.73
16738.2,2435.05,2417.64,4108.73
7450.89,2809.98,2296.47,2255.49
13898.5,2185.33,2827.9,2996.32
14706.5,10790,3243.8,5063.75
12185.9,399.435,2822.06,3977.26
13643.4,3594.94,2462.66,3716.28
18150.9,4745.84,1836.69,2861.17
13323.6,1029.39,496.095,2253.46
13144.1,4715.14,2424.21,2720.12
15134.6,4622.28,2960.35,3152.78
14528.5,2309.53,2367.35,3437.13
14342.8,3439.57,2008.03,3189.11
11429.7,1353.94,2233.69,3578.36
13736.9,2296.72,3080.46,3516.37
12959.2,2410.01,1797.5,3458.58
13329.9,3207.25,1662.03,3260.43
13299.9,5495.13,2020.04,4166.49
11835.3,599.487,1716.4,2807.03
14197.7,3257.45,1748.83,3344.42
11572.8,838.846,1827.39,3537.97
28397.5,5007.86,1990.9,5038.41
14977,2321.83,2413.19,3306.69
13801.8,2067.89,1418.1,3132.03
16773.3,1117.91,3208.74,4969.95
14281.8,1522.71,2102.95,4209.65
16392,1442.18,2820.29,2169.58
11358.8,4728.58,2745.22,4493.85
18806.7,-31.5587,2003.99,5436.01
17961.4,2047.09,2313.47,5201.69
9341.04,2750.5,1321.18,2001.44
23342.8,2011.99,2610.44,4655.95
18455,5747.24,3634.66,15404
15436.7,2235.8,2714.3,2496.04
16896.4,2987.49,1672.38,3143.11
15522.4,2151.41,2185.44,4121.24
13112.8,155.24,1818.11,2709.41
9733.42,1379.03,3342.9,3665.97
15741.1,3106.86,1701.04,2061.28
14735.1,4241,2270.89,2746.87
12970,846.979,1882.93,1677.28
10712.8,2986.16,1801.4,1792.73
27587.2,2958.23,2594.02,5194.04
12871.7,2338.43,2279.97,6422.11
14486.2,2572.23,2414.56,3792.94
45646.2,2055.15,1253.26,6946.73
17287.7,2880.46,2712.4,5048.27
14418.1,5016.18,3064.41,4891.77
10149.5,2828.54,2728.94,3524.4
26900.4,7184.13,2172.61,4860.47
15126.4,1402.88,2274.36,2562.41
13762.2,3415.23,2440.92,3474.31
19667.8,3093.75,2535,3189.1
12837.4,1611.06,1724.74,4068.84
16594.1,3947.28,2325.29,4220.59
11484.1,3784.32,2081.51,3113.97
11268.8,777.664,2486.47,3127.71
14555,2835.95,1896.39,4501.45
11765.3,1233.43,2457.93,2415.22
10024.2,1198.26,2769.22,4013.76
15822.9,192.722,1603.13,2474.07
15447.1,4083.59,2147.28,2824.56
11153.8,1651.02,1605.77,2747.95
23188.6,349.898,3356.21,7967.09
15163.3,3452.03,1630.57,4623.34
13811.5,2116.64,3022.18,3791.9
8175.53,2015.19,1283.57,1786.67
18595,4982.56,2777.74,3522.97
12635.2,2100.76,1535.07,2405.85
20984,3918.65,1697.72,4271.95
16702.9,2050.89,2312.98,4097.66
13312.7,-859.706,1834.8,2709.99
13835.1,1083.5,2554.68,3951.95
17353.2,4112.32,3385.78,4741.05
14440.8,2650.66,2262.11,2930.05
26205.2,1901.74,2082.26,3288.63
17951.5,3996.01,2233.21,8921.53
16652.2,4267.06,2215.28,3873.58
14286.1,20448.5,3049.76,3495.85
13161.5,555.143,2436.32,3439.45
18369,2098.12,3482.54,4281.65
17746.3,5811.99,2507.47,9294.48
15316.6,1063.74,2447.29,3043.66
15496.3,1420.73,1923.4,3948.37
20724.8,7043.17,4374.38,4209.56
6646.1,5340.33,1482.79,746.782
