Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A
11058.6,-87.1632,1115.99,923.023
13255.8,83.3124,1360.19,2653.28
11400.3,2154.3,2233.67,2430.3
17871.8,2345.23,2869.68,3306.61
12574.8,2378.55,2478.04,2653.72
14705.1,3139.79,2523.86,4010.67
11850,3062.61,2477.96,3649.4
9851.61,737.475,1771.91,1247.28
9485.62,2368.98,1568.08,2677.64
9390.81,337.745,1370.23,1655.01
9919.19,1293.66,2424.18,2496.89
12691.2,3250.1,2218.56,2028.71
18647.2,3165.64,1559.6,2451.18
10596.6,1084.25,2303.08,2456.18
11337.5,2211.33,2354.43,1711.64
11905.2,42.1953,1596.68,2874.57
16621.6,2945.83,2324.95,2748.04
10374.9,1662.55,2725.51,2419.47
11307.7,115.702,1454.18,2656.5
8985.86,570.305,1575.16,1895.04
15058.7,2614.5,2158.62,2336.63
17356,1854.16,2353.02,3595.27
12679.9,1189.95,2488.74,9098.76
12260.4,722.616,1511.22,1983.92
16223.3,1777.48,2426.75,10917.5
13843.6,2880.53,2267.03,2702.05
21929.6,2853.38,3489.76,8831.87
13293.6,3078.68,2159.44,2734.4
13307.5,1409.74,2202.56,2278.78
14012.9,233.916,3114.28,4041.09
14278.7,617.924,1769.6,1839.96
10233.1,2307.54,1655.66,2599.94
14144.9,2773.51,2560.51,3738.88
13668.3,6172.68,3981.96,7179.71
15340.1,19.3504,1487.59,3915.09
14725.7,1026.22,2145.08,4641.61
16532.5,1114.77,1947.01,2387.74
11482.9,2164.55,1605.59,2364
11166.7,1151.55,1321.12,1888.84
17793.9,1469.17,2107.9,3814.32
15878.6,4779.92,1484.73,1787.82
10411.1,1397.63,1385.82,2130.6
12590.3,4601.73,3298.65,1825.25
8628.29,1461.59,1843.96,2239.51
13689.5,4939.78,2626.16,7354.86
12047.4,793.858,1707.77,2189.01
10069.4,3621.23,2214.96,1845.45
10686.9,55.1351,1925.03,2243.91
14180.6,3923.17,2205.4,2720.7
11930.6,5879.99,2332.9,8386.54
11127.8,1513.81,1415.64,1893.01
19449.2,987.446,2528.36,2616.12
13062.3,1780.1,1850.11,2717.08
10611.4,3002.08,2321.43,1268.12
10500.2,2039.91,1559.66,1519.43
12970.3,2608,2083.82,2394.71
13289.4,2384.6,1557.73,2984.45
7014.85,2399.43,1239.1,1548.68
13998,10326,6135.63,17945.3
13330.6,1555.87,1675.69,4619.19
12455.7,1605.81,1836.69,3416.44
30375.1,3074.08,1975.6,5066.15
15699.9,2997.76,1627.89,2176.43
12067.1,1127.13,1595.72,1970.05
12523.6,2327.11,2878.12,2821.49
12947,1770.32,2086.4,2782.76
16144.9,2475.76,1820.11,3933.11
8059.42,3108.65,1724.69,1400.36
8810.76,1636.55,1453.37,2500.58
13180.9,1704.2,2113.13,2121.32
9406.33,823.31,1054.85,1249.51
13061.9,2205.15,2561.7,2371.02
11817.2,736.495,1517.01,2853.57
9739.95,2716.43,1856.49,2533.4
9644.19,2141.4,2156.75,1764.83
12724.7,1262.39,1163.4,3160.46
11218.5,2056.75,1360.01,2122.98
19199,1920.18,924.797,1559.23
13993.1,536.142,1944.88,3454.16
19214.2,16621.4,6268.71,12845.1
10865.9,1380.44,1402.68,2010.11
13355.7,2156.93,2608.09,5089.75
9211.59,481.574,1272.66,1916.48
